"VM","PowerState","Host","Cluster","NumCPU","MemoryGB","ProvisionedSpaceGB","UsedSpaceGB","GuestOS","GuestId","HardwareVersion","ToolsStatus","ToolsVersion","IPAddress","DNSName","Datastores","Networks","Folder","Notes"
"TG002VMAPP138","PoweredOn","10.80.18.70","Cluster_DWH","4","32","232,09","60,92","Microsoft Windows Server 2022 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.147","TG002VMAPP138.moov-africa.tg","DS_IMAGES_ISO;DS_OS_MX-02","DEPI","Discovered virtual machine","Serveur de reporting CRM de KOGUE Hyacinthe"
"TG002VMAPP029_OLD","PoweredOn","10.80.18.118","Cluster_PF_SAGE","8","32","232,11","122,38","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","","TG002VMAPP029.moov-africa.tg","DS_DATA_SHAREPOINT1;DS_IMAGES_ISO","RESEAU-DIS","Discovered virtual machine",""
"TG002VMFIL031","PoweredOff","10.80.18.117","Cluster_PF_SAGE","8","32","25216,45","24715,09","Microsoft Windows Server 2008 R2 (64-bit)","windows7Server64Guest","vmx-08","guestToolsNotRunning","10341","","TG002VMFIL031.moov.tg","DS_DATA_MFL-2;DS_DATA_XFILE-1;DS_DATA_XFILE-2;DS_OS_XFILE-1","RESEAU-DIS","Discovered virtual machine",""
"TG002VMDWH018","PoweredOn","10.80.18.75","Cluster_DWH","16","32","1585,75","1449,97","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.172","TG002VMDWH018.moov-africa.tg","DS_DATA_WHEHOUS;DS_IMAGES_ISO;DS_OS_WHEHOUS","DEPI","Discovered virtual machine",""
"tg002vminf001","PoweredOn","10.80.18.75","Cluster_DWH","2","10","289,72","289,72","VMware Photon OS (64-bit)","other3xLinux64Guest","vmx-10","guestToolsRunning","11365","10.80.18.15","tg002vminf001.moov-africa.tg","DS_DATA_ECMS","VM Network","Discovered virtual machine","VMware vCenter Server Appliance"
"TG002VMECE013","PoweredOn","10.80.18.75","Cluster_DWH","4","16","76,12","76,12","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.186","tg002vmece013","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMDBS091","PoweredOff","10.80.18.118","Cluster_PF_SAGE","8","32","678,89","640,28","Microsoft Windows Server 2012 (64-bit)","windows8Server64Guest","vmx-14","guestToolsNotRunning","10341","",,"DS_DATA_DBS_1;DS_OS_DBS_1","RESEAU-DIS","Discovered virtual machine",""
"TG002VMSMTP014","PoweredOn","10.80.18.117","Cluster_PF_SAGE","4","8","208,1","86,89","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.24","TG002VMSMTP014.moov-africa.tg","DS_IMAGES_ISO;DS_OS_SG_SMTP","RESEAU-DIS","Discovered virtual machine",""
"TG002WLC001","PoweredOn","10.80.18.75","Cluster_DWH","4","8","39,6","36,24","Other 4.x Linux (64-bit)","other3xLinux64Guest","vmx-13","guestToolsRunning","2147483647","10.10.10.1","WLCMOOVTG","DS_DATA_WHEHOUS","Trunk-Netwotk;VM Network","Discovered virtual machine",""
"TG002VMDBTMP01","PoweredOff","10.80.18.10","Cluster_BSS","8","16","316,9","63,2",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","","TG002VMDBTMP01.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DBTMP_01","VM Network","Discovered virtual machine",
"TG002VMAPP134","PoweredOn","10.80.18.75","Cluster_DWH","4","32","2280,09","1128,65","Red Hat Enterprise Linux 8 (64-bit)","rhel8_64Guest","vmx-14","guestToolsRunning","10336","10.80.16.234","tg002vmapp134","DS_IMAGES_ISO;DS_STB_FZ_OS_BD;DS-OS-VAS-027_BIS","DEPI","Discovered virtual machine",""
"TG002VMECE112","PoweredOn","10.80.18.10","Cluster_BSS","4","64","192,09","145,07","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","11365","10.80.16.74","TG002VMECE112","DS_IMAGES_ISO;DS_OS_BRM_TEST","RESEAU-DPEI","",""
"TG002VMOCO115","PoweredOn","10.80.18.5","Cluster_BSS","2","64","160,08","109,77","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","11365","10.80.16.76","TG002VMOCO115","DS_IMAGES_ISO;DS_OS_BRM_TEST","RESEAU-DPEI","",""
"TG002VMOCO114","PoweredOn","10.80.18.5","Cluster_BSS","4","64","320,09","134,66","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","11365","10.80.16.75","TG002VMOCO114","DS_IMAGES_ISO;DS_OS_BRM_TEST","RESEAU-DIS","",""
"TG002VMOCO116","PoweredOn","10.80.18.10","Cluster_BSS","2","64","114,08","105,47","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","11365","10.80.16.77","TG002VMOCO116","DS_IMAGES_ISO;DS_OS_BRM_TEST","RESEAU-DPEI","",""
